"","Gemeinde_f","Gemeinde_d","Gemeinde_i","Kanton_Short","Ja_Stimmen_In_Prozent","Commune","Gemeinde","Comune","Canton","Kanton","Cantone","Pourcentage de oui","Ja in %","Percentuale di sì"
"38","Essertines-sur-Rolle","Essertines-sur-Rolle","Essertines-sur-Rolle","VD",72.377622378,"Essertines-sur-Rolle","Essertines-sur-Rolle","Essertines-sur-Rolle","VD","VD","VD",72.377622378,72.377622378,72.377622378
"39","Cheseaux-sur-Lausanne","Cheseaux-sur-Lausanne","Cheseaux-sur-Lausanne","VD",72.327044025,"Cheseaux-sur-Lausanne","Cheseaux-sur-Lausanne","Cheseaux-sur-Lausanne","VD","VD","VD",72.327044025,72.327044025,72.327044025
"40","Grancy","Grancy","Grancy","VD",71.978021978,"Grancy","Grancy","Grancy","VD","VD","VD",71.978021978,71.978021978,71.978021978
"41","La Tour-de-Peilz","La Tour-de-Peilz","La Tour-de-Peilz","VD",71.963095848,"La Tour-de-Peilz","La Tour-de-Peilz","La Tour-de-Peilz","VD","VD","VD",71.963095848,71.963095848,71.963095848
"42","Chamblon","Chamblon","Chamblon","VD",71.851851852,"Chamblon","Chamblon","Chamblon","VD","VD","VD",71.851851852,71.851851852,71.851851852
"43","L'Abergement","L'Abergement","L'Abergement","VD",71.523178808,"L'Abergement","L'Abergement","L'Abergement","VD","VD","VD",71.523178808,71.523178808,71.523178808
"44","Vich","Vich","Vich","VD",71.232876712,"Vich","Vich","Vich","VD","VD","VD",71.232876712,71.232876712,71.232876712
"45","Assens","Assens","Assens","VD",71.228070175,"Assens","Assens","Assens","VD","VD","VD",71.228070175,71.228070175,71.228070175
"46","Missy","Missy","Missy","VD",71.038251366,"Missy","Missy","Missy","VD","VD","VD",71.038251366,71.038251366,71.038251366
"47","Calanca","Calanca","Calanca","GR",70.930232558,"Calanca","Calanca","Calanca","GR","GR","GR",70.930232558,70.930232558,70.930232558
"48","Bottens","Bottens","Bottens","VD",70.811744387,"Bottens","Bottens","Bottens","VD","VD","VD",70.811744387,70.811744387,70.811744387
"49","Gilly","Gilly","Gilly","VD",70.810810811,"Gilly","Gilly","Gilly","VD","VD","VD",70.810810811,70.810810811,70.810810811
"50","Sévery","Sévery","Sévery","VD",70.491803279,"Sévery","Sévery","Sévery","VD","VD","VD",70.491803279,70.491803279,70.491803279
