"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
12,9.1,9.1,90.9,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","90,9 der Stimmbürgerinnen und Stimmbürger von Rifferswil haben das CO2-Gesetz abgelehnt. Rifferswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Rifferswil s'opposent à la loi CO2 avec 90,9 pour cent de non. Rifferswil a rejeté la loi, tout comme son canton.","No alla legge sul CO2 nel comune di Rifferswil: i cittadini hanno bocciato il testo con il 90,9 percento dei voti. Il comune di Rifferswil bocciando la legge si è espresso come il suo cantone."
13,35.8,35.8,64.2,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","64,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich gegen das CO2-Gesetz ausgesprochen. Stallikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Stallikon, les habitants disent non à 64,2 pour cent à la loi CO2. Stallikon a rejeté la loi, tout comme son canton.","I cittadini di Stallikon si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 64,2 percento dei voti. Il comune di Stallikon bocciando la legge si è espresso come il suo cantone."
14,68.6,68.6,31.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Mit 68,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Wettswil am Albis das CO2-Gesetz angenommen. Wettswil am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Wettswil am Albis acceptent la loi CO2 avec 68,6 pour cent de oui. Wettswil am Albis a approuvé la loi, contrairement à son canton.","Nel comune di Wettswil am Albis la legge sul CO2 è stata accetata con il 68,6 percento dei voti. Il comune di Wettswil am Albis approvando la legge è andato controcorrente rispetto al suo cantone."
21,48.8,48.8,51.2,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","In Adlikon hat das CO2-Gesetz keine Mehrheit gefunden: 51,2 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Adlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Adlikon avec 51,2 pour cent de non. Adlikon a rejeté la loi, tout comme son canton.","A Adlikon i cittadini hanno respinto, con il 51,2 percento dei voti, la legge sul CO2. Il comune di Adlikon bocciando la legge si è espresso come il suo cantone."
22,46.3,46.3,53.7,"Benken ZH","Benken (ZH)","Benken ZH","Nein zur elektronischen Identität: Benken ZH hat das CO2-Gesetz mit 53,7 Prozent Nein-Stimmen verworfen. Benken ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 ne passe pas la rampe à Benken (ZH) avec 53,7 pour cent de non. Benken (ZH) a rejeté la loi, tout comme son canton.","Nel comune di Benken ZH la legge sul CO2 è stata respinta con il 53,7 percento dei voti. Il comune di Benken ZH bocciando la legge si è espresso come il suo cantone."
23,70,70,30,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","70 Prozent der Stimmbürgerinnen und Stimmbürger in Berg am Irchel haben Ja gesagt zum CO2-Gesetz. Berg am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 70 pour cent à la loi CO2 à Berg am Irchel. Berg am Irchel a approuvé la loi, contrairement à son canton.","Con il 70 percento di ""sì"", i cittadini del comune di Berg am Irchel hanno accolto la legge sul CO2. Il comune di Berg am Irchel approvando la legge è andato controcorrente rispetto al suo cantone."
24,40.7,40.7,59.3,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","In Buch am Irchel hat das CO2-Gesetz keine Mehrheit gefunden: 59,3 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Buch am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Buch am Irchel avec 59,3 pour cent de non. Buch am Irchel a rejeté la loi, tout comme son canton.","A Buch am Irchel i cittadini hanno respinto, con il 59,3 percento dei voti, la legge sul CO2. Il comune di Buch am Irchel bocciando la legge si è espresso come il suo cantone."
25,65,65,35,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","Ja zum CO2-Gesetz in Dachsen. Die Gemeinde hat das CO2-Gesetz mit 65 Prozent der Stimmen angenommen. Dachsen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les électeurs de Dachsen valident la loi CO2 avec 65 pour cent de oui. Dachsen a approuvé la loi, contrairement à son canton.","A Dachsen i cittadini hanno accolto, con il 65 percento dei voti, la legge sul CO2. Il comune di Dachsen approvando la legge è andato controcorrente rispetto al suo cantone."
26,21.1,21.1,78.9,"Dorf ZH","Dorf (ZH)","Dorf ZH","Mit 3'631 Nein zu 973 Ja haben die Stimmbürgerinnen und Stimmbürger von Dorf das CO2-Gesetz abgelehnt. Das sind 78,9 Prozent. Dorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Dorf, les habitants sont défavorables à la loi CO2 avec 78,9 pour cent de non. Dorf a rejeté la loi, tout comme son canton.","Con il 78,9 percento di ""no"", i cittadini del comune di Dorf hanno respinto la legge sul CO2. Il comune di Dorf bocciando la legge si è espresso come il suo cantone."
27,41.4,41.4,58.6,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Keine Mehrheit für eine elektronische Identität in Feuerthalen: Das CO2-Gesetz ist mit 58,6 Prozent gescheitert. Feuerthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","C'est non à 58,6 pour cent à la loi CO2 à Feuerthalen. Feuerthalen a rejeté la loi, tout comme son canton.","Da Feuerthalen è arrivato un ""no"" alle urne per la legge sul CO2. I cittadini hanno bocciato il testo con il 58,6 percento dei voti. Il comune di Feuerthalen bocciando la legge si è espresso come il suo cantone."
28,56.1,56.1,43.9,"Flaach ZH","Flaach (ZH)","Flaach ZH","Mit 56,1 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Flaach das CO2-Gesetz angenommen. Flaach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Flaach acceptent la loi CO2 avec 56,1 pour cent de oui. Flaach a approuvé la loi, contrairement à son canton.","Nel comune di Flaach la legge sul CO2 è stata accetata con il 56,1 percento dei voti. Il comune di Flaach approvando la legge è andato controcorrente rispetto al suo cantone."
29,85.6,85.6,14.4,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","85,6 Prozent der Stimmbürgerinnen und Stimmbürger in Flurlingen haben Ja gesagt zum CO2-Gesetz. Flurlingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 85,6 pour cent à la loi CO2 à Flurlingen. Flurlingen a approuvé la loi, contrairement à son canton.","Con il 85,6 percento di ""sì"", i cittadini del comune di Flurlingen hanno accolto la legge sul CO2. Il comune di Flurlingen approvando la legge è andato controcorrente rispetto al suo cantone."
30,64.9,64.9,35.1,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Mit 8'729 Ja zu 4'720 Nein hat sich Andelfingen für das CO2-Gesetz ausgesprochen.  Das entspricht einem Ja-Stimmen-Anteil von 64,9 Prozent. Andelfingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants d'Andelfingen approuvent la loi CO2 avec 64,9 pour cent de oui. Andelfingen a approuvé la loi, contrairement à son canton.","Sì alla legge sul CO2 nel comune di Andelfingen: i cittadini hanno approvato il testo con il 64,9 percento dei voti. Il comune di Andelfingen approvando la legge è andato controcorrente rispetto al suo cantone."
31,72.2,72.2,27.8,"Henggart ZH","Henggart (ZH)","Henggart ZH","72,2 Prozent der Stimmbürgerinnen und Stimmbürger in Henggart haben Ja gesagt zum CO2-Gesetz. Henggart hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 72,2 pour cent à la loi CO2 à Henggart. Henggart a approuvé la loi, contrairement à son canton.","Con il 72,2 percento di ""sì"", i cittadini del comune di Henggart hanno accolto la legge sul CO2. Il comune di Henggart approvando la legge è andato controcorrente rispetto al suo cantone."
32,26.5,26.5,73.5,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","In Humlikon hat das CO2-Gesetz keine Mehrheit gefunden: 73,5 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Humlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Humlikon avec 73,5 pour cent de non. Humlikon a rejeté la loi, tout comme son canton.","A Humlikon i cittadini hanno respinto, con il 73,5 percento dei voti, la legge sul CO2. Il comune di Humlikon bocciando la legge si è espresso come il suo cantone."
33,63.8,63.8,36.2,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Mit 2'580 Ja zu 1'463 Nein hat sich Kleinandelfingen für das CO2-Gesetz ausgesprochen.  Das entspricht einem Ja-Stimmen-Anteil von 63,8 Prozent. Kleinandelfingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Kleinandelfingen approuvent la loi CO2 avec 63,8 pour cent de oui. Kleinandelfingen a approuvé la loi, contrairement à son canton.","Sì alla legge sul CO2 nel comune di Kleinandelfingen: i cittadini hanno approvato il testo con il 63,8 percento dei voti. Il comune di Kleinandelfingen approvando la legge è andato controcorrente rispetto al suo cantone."
34,55.2,55.2,44.8,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","55,2 Prozent der Stimmbürgerinnen und Stimmbürger in Laufen-Uhwiesen haben Ja gesagt zum CO2-Gesetz. Laufen-Uhwiesen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 55,2 pour cent à la loi CO2 à Laufen-Uhwiesen. Laufen-Uhwiesen a approuvé la loi, contrairement à son canton.","Con il 55,2 percento di ""sì"", i cittadini del comune di Laufen-Uhwiesen hanno accolto la legge sul CO2. Il comune di Laufen-Uhwiesen approvando la legge è andato controcorrente rispetto al suo cantone."
35,29.9,29.9,70.1,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","70,1 der Stimmbürgerinnen und Stimmbürger von Marthalen haben das CO2-Gesetz abgelehnt. Marthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Marthalen s'opposent à la loi CO2 avec 70,1 pour cent de non. Marthalen a rejeté la loi, tout comme son canton.","No alla legge sul CO2 nel comune di Marthalen: i cittadini hanno bocciato il testo con il 70,1 percento dei voti. Il comune di Marthalen bocciando la legge si è espresso come il suo cantone."
37,2.6,2.6,97.4,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Nein zur elektronischen Identität: Ossingen hat das CO2-Gesetz mit 97,4 Prozent Nein-Stimmen verworfen. Ossingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 ne passe pas la rampe à Ossingen avec 97,4 pour cent de non. Ossingen a rejeté la loi, tout comme son canton.","Nel comune di Ossingen la legge sul CO2 è stata respinta con il 97,4 percento dei voti. Il comune di Ossingen bocciando la legge si è espresso come il suo cantone."
38,33.6,33.6,66.4,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Rheinau ist gegen das CO2-Gesetz: Die Gemeinde hat die Vorlage mit 66,4 Prozent Nein verworfen. Rheinau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Rheinau rejettent la loi CO2 avec 66,4 pour cent de non. Rheinau a rejeté la loi, tout comme son canton.","Nel comune di Rheinau la legge sul CO2 è stata bocciata con il 66,4 percento dei voti. Il comune di Rheinau bocciando la legge si è espresso come il suo cantone."
39,55.6,55.6,44.4,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Mit 55,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Thalheim an der Thur das CO2-Gesetz angenommen. Thalheim an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Thalheim an der Thur acceptent la loi CO2 avec 55,6 pour cent de oui. Thalheim an der Thur a approuvé la loi, contrairement à son canton.","Nel comune di Thalheim an der Thur la legge sul CO2 è stata accetata con il 55,6 percento dei voti. Il comune di Thalheim an der Thur approvando la legge è andato controcorrente rispetto al suo cantone."
40,14.5,14.5,85.5,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","In Trüllikon hat das CO2-Gesetz keine Mehrheit gefunden: 85,5 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Trüllikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Trüllikon avec 85,5 pour cent de non. Trüllikon a rejeté la loi, tout comme son canton.","A Trüllikon i cittadini hanno respinto, con il 85,5 percento dei voti, la legge sul CO2. Il comune di Trüllikon bocciando la legge si è espresso come il suo cantone."
41,85.6,85.6,14.4,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","85,6 Prozent der Stimmbürgerinnen und Stimmbürger von Truttikon haben sich für das CO2-Gesetz ausgesprochen. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Truttikon, les habitants disent oui à 85,6 pour cent à la loi CO2. Truttikon a approuvé la loi, contrairement à son canton.","Nel comune di Truttikon la legge sul CO2 è stata approvata con il 85,6 percento dei voti. Il comune di Truttikon approvando la legge è andato controcorrente rispetto al suo cantone."
43,20.7,20.7,79.3,"Volken ZH","Volken (ZH)","Volken ZH","Mit 2'681 Nein zu 701 Ja haben die Stimmbürgerinnen und Stimmbürger von Volken das CO2-Gesetz abgelehnt. Das sind 79,3 Prozent. Volken hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Volken, les habitants sont défavorables à la loi CO2 avec 79,3 pour cent de non. Volken a rejeté la loi, tout comme son canton.","Con il 79,3 percento di ""no"", i cittadini del comune di Volken hanno respinto la legge sul CO2. Il comune di Volken bocciando la legge si è espresso come il suo cantone."
51,33.3,33.3,66.7,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","In Bachenbülach hat das CO2-Gesetz keine Mehrheit gefunden: 66,7 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Bachenbülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Bachenbülach avec 66,7 pour cent de non. Bachenbülach a rejeté la loi, tout comme son canton.","A Bachenbülach i cittadini hanno respinto, con il 66,7 percento dei voti, la legge sul CO2. Il comune di Bachenbülach bocciando la legge si è espresso come il suo cantone."
52,57.3,57.3,42.7,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","57,3 Prozent der Stimmbürgerinnen und Stimmbürger von Bassersdorf haben sich für das CO2-Gesetz ausgesprochen. Bassersdorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Bassersdorf, les habitants disent oui à 57,3 pour cent à la loi CO2. Bassersdorf a approuvé la loi, contrairement à son canton.","Nel comune di Bassersdorf la legge sul CO2 è stata approvata con il 57,3 percento dei voti. Il comune di Bassersdorf approvando la legge è andato controcorrente rispetto al suo cantone."
53,13.1,13.1,86.9,"Bülach ZH","Bülach (ZH)","Bülach ZH","Nein zur elektronischen Identität: Bülach hat das CO2-Gesetz mit 86,9 Prozent Nein-Stimmen verworfen. Bülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 ne passe pas la rampe à Bülach avec 86,9 pour cent de non. Bülach a rejeté la loi, tout comme son canton.","Nel comune di Bülach la legge sul CO2 è stata respinta con il 86,9 percento dei voti. Il comune di Bülach bocciando la legge si è espresso come il suo cantone."
54,35.4,35.4,64.6,"Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","In Dietlikon hat das CO2-Gesetz keine Mehrheit gefunden: 64,6 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Dietlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi CO2 échoue à Dietlikon avec 64,6 pour cent de non. Dietlikon a rejeté la loi, tout comme son canton.","A Dietlikon i cittadini hanno respinto, con il 64,6 percento dei voti, la legge sul CO2. Il comune di Dietlikon bocciando la legge si è espresso come il suo cantone."
55,60.2,60.2,39.8,"Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Eglisau hat das CO2-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 60,2 Prozent zu. Eglisau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","La loi CO2 passe la rampe à Eglisau avec 60,2 pour cent de oui. Eglisau a approuvé la loi, contrairement à son canton.","Da Eglisau è arrivato un ""sì"" alle urne per la legge sul CO2. I cittadini hanno accolto il testo con il 60,2 percento dei voti. Il comune di Eglisau approvando la legge è andato controcorrente rispetto al suo cantone."
56,83.3,83.3,16.7,"Embrach ZH","Embrach (ZH)","Embrach ZH","Mit 83,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Embrach das CO2-Gesetz angenommen. Embrach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants d'Embrach acceptent la loi CO2 avec 83,3 pour cent de oui. Embrach a approuvé la loi, contrairement à son canton.","Nel comune di Embrach la legge sul CO2 è stata accetata con il 83,3 percento dei voti. Il comune di Embrach approvando la legge è andato controcorrente rispetto al suo cantone."
57,16.9,16.9,83.1,"Freienstein-Teufen ZH","Freienstein-Teufen (ZH)","Freienstein-Teufen ZH","83,1 der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen haben das CO2-Gesetz abgelehnt. Freienstein-Teufen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Freienstein-Teufen s'opposent à la loi CO2 avec 83,1 pour cent de non. Freienstein-Teufen a rejeté la loi, tout comme son canton.","No alla legge sul CO2 nel comune di Freienstein-Teufen: i cittadini hanno bocciato il testo con il 83,1 percento dei voti. Il comune di Freienstein-Teufen bocciando la legge si è espresso come il suo cantone."
58,47,47,53,"Glattfelden ZH","Glattfelden (ZH)","Glattfelden ZH","53 Prozent der Stimmbürgerinnen und Stimmbürger von Glattfelden haben sich gegen das CO2-Gesetz ausgesprochen. Glattfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Glattfelden, les habitants disent non à 53 pour cent à la loi CO2. Glattfelden a rejeté la loi, tout comme son canton.","I cittadini di Glattfelden si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 53 percento dei voti. Il comune di Glattfelden bocciando la legge si è espresso come il suo cantone."
59,12.2,12.2,87.8,"Hochfelden ZH","Hochfelden (ZH)","Hochfelden ZH","87,8 Prozent der Stimmbürgerinnen und Stimmbürger von Hochfelden haben sich gegen das CO2-Gesetz ausgesprochen. Hochfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Hochfelden, les habitants disent non à 87,8 pour cent à la loi CO2. Hochfelden a rejeté la loi, tout comme son canton.","I cittadini di Hochfelden si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 87,8 percento dei voti. Il comune di Hochfelden bocciando la legge si è espresso come il suo cantone."
60,28,28,72,"Höri ZH","Höri (ZH)","Höri ZH","72 Prozent der Stimmbürgerinnen und Stimmbürger von Höri haben sich gegen das CO2-Gesetz ausgesprochen. Höri hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Höri, les habitants disent non à 72 pour cent à la loi CO2. Höri a rejeté la loi, tout comme son canton.","I cittadini di Höri si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 72 percento dei voti. Il comune di Höri bocciando la legge si è espresso come il suo cantone."
61,2.7,2.7,97.3,"Hüntwangen ZH","Hüntwangen (ZH)","Hüntwangen ZH","Mit 6'370 Nein zu 178 Ja haben die Stimmbürgerinnen und Stimmbürger von Hüntwangen das CO2-Gesetz abgelehnt. Das sind 97,3 Prozent. Hüntwangen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Hüntwangen, les habitants sont défavorables à la loi CO2 avec 97,3 pour cent de non. Hüntwangen a rejeté la loi, tout comme son canton.","Con il 97,3 percento di ""no"", i cittadini del comune di Hüntwangen hanno respinto la legge sul CO2. Il comune di Hüntwangen bocciando la legge si è espresso come il suo cantone."
62,48.2,48.2,51.8,"Kloten ZH","Kloten (ZH)","Kloten ZH","Mit 1'966 Nein zu 1'827 Ja haben die Stimmbürgerinnen und Stimmbürger von Kloten das CO2-Gesetz abgelehnt. Das sind 51,8 Prozent. Kloten hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Kloten, les habitants sont défavorables à la loi CO2 avec 51,8 pour cent de non. Kloten a rejeté la loi, tout comme son canton.","Con il 51,8 percento di ""no"", i cittadini del comune di Kloten hanno respinto la legge sul CO2. Il comune di Kloten bocciando la legge si è espresso come il suo cantone."
